Date,Open,High,Low,Close,Volume,AdjustedClose
20190828,4220,4240,4190,4190,99957200,4087.758
20190829,4220,4220,4160,4200,68027100,4097.514
20190830,4190,4270,4120,4270,108998100,4165.806
20190902,4270,4280,4210,4220,68472900,4117.026
20190903,4180,4270,4130,4150,76155900,4048.735
20190904,4180,4180,4100,4160,76686000,4058.49
20190905,4220,4230,4180,4220,77131600,4117.026
20190906,4260,4290,4250,4270,114425200,4165.806
20190909,4290,4290,4170,4170,68317900,4068.247
20190910,4180,4190,4150,4190,69287000,4087.758
20190911,4150,4260,4150,4250,114308200,4146.294
20190912,4300,4350,4270,4280,87101400,4175.562
20190913,4320,4320,4280,4310,56092800,4204.83
20190916,4290,4290,4100,4190,132616600,4087.758
20190917,4160,4250,4130,4250,107125600,4146.294
20190918,4240,4260,4210,4240,76406800,4136.538
20190919,4200,4230,4200,4220,92108100,4117.026
20190920,4200,4220,4130,4160,217504200,4058.49
20190923,4160,4200,4160,4180,84900300,4078.003
20190924,4160,4160,4110,4110,95076200,4009.711
20190925,4070,4120,4020,4080,83155300,3980.443
20190926,4110,4210,4100,4210,80120800,4107.27
20190927,4210,4210,4160,4180,57666400,4078.003
20190930,4200,4200,4110,4120,76345500,4019.466
20191001,4120,4130,4070,4070,79550900,3970.687
20191002,4050,4090,3920,3930,166346200,3834.103
20191003,3870,3890,3810,3810,177625500,3717.031
20191004,3880,3960,3860,3950,93849800,3853.615
20191007,3970,3990,3860,3900,126705700,3804.835
20191008,3960,3960,3890,3930,119796000,3834.103
20191009,3950,3990,3920,3960,117832100,3863.371
20191010,3970,3990,3880,3890,107857100,3795.079
20191011,3950,3960,3910,3920,102206600,3824.347
20191014,3950,3980,3910,3920,109782800,3824.347
20191015,3970,3970,3890,3940,128090900,3843.859
20191016,3960,3990,3940,3990,82010000,3892.639
20191017,4000,4050,3990,4050,104547000,3951.175
20191018,4050,4190,4050,4170,103613400,4068.247
20191021,4170,4190,4110,4120,81121300,4019.466
20191022,4080,4140,4070,4140,82586400,4038.979
20191023,4150,4180,4080,4180,127172900,4078.003
20191024,4180,4300,4180,4300,157022200,4195.074
20191025,4300,4320,4220,4230,112296600,4126.782
20191028,4230,4260,4220,4230,38352600,4126.782
20191029,4240,4250,4180,4230,82494100,4126.782
20191030,4260,4260,4190,4250,47442000,4146.294
20191031,4210,4240,4160,4210,75586200,4107.27
20191101,4220,4220,4150,4180,63281400,4078.003
20191104,4180,4210,4150,4160,50272200,4058.49
20191105,4190,4300,4170,4300,132545000,4195.074
20191106,4330,4330,4160,4160,132500400,4058.49
20191107,4160,4160,3960,4000,292323600,3902.395
20191108,4010,4030,3980,3990,134618100,3892.639
20191111,3950,4000,3950,4000,114079500,3902.395
20191112,4000,4030,3980,4000,109775100,3902.395
20191113,4000,4010,3920,3960,150088500,3863.371
20191114,3950,3970,3900,3940,118066000,3843.859
20191115,4000,4100,3960,4090,122007300,3990.199
20191118,4090,4140,4050,4120,93147500,4019.466
20191119,4150,4190,4080,4190,141181200,4087.758
20191120,4170,4260,4150,4220,154808400,4117.026
20191121,4200,4230,4140,4220,114191700,4117.026
20191122,4230,4250,4160,4210,74696400,4107.27
20191125,4150,4180,4120,4130,56593800,4029.222
20191126,4150,4180,4100,4150,222076900,4048.735
20191127,4100,4210,4100,4170,66281400,4068.247
20191128,4130,4170,4050,4050,61720000,3951.175
20191129,4060,4120,4010,4090,64199200,3990.199
20191202,4150,4210,4120,4210,55396900,4107.27
20191203,4210,4220,4160,4170,43717700,4068.247
20191204,4200,4200,4120,4130,50621200,4029.222
20191205,4200,4230,4170,4220,72784100,4117.026
20191206,4250,4250,4170,4170,67202600,4068.247
20191209,4190,4210,4150,4180,47839000,4078.003
20191210,4140,4180,4130,4170,80011300,4068.247
20191211,4190,4210,4160,4210,62962600,4107.27
20191212,4230,4270,4210,4250,125551000,4146.294
20191213,4280,4290,4240,4280,167616600,4175.562
20191216,4300,4350,4290,4330,178955500,4224.342
20191217,4360,4360,4300,4350,141046900,4243.854
20191218,4380,4400,4350,4400,158345700,4292.634
20191219,4350,4370,4320,4350,94017600,4243.854
20191220,4350,4370,4320,4360,156213900,4253.61
20191223,4450,4470,4360,4450,123276700,4341.414
20191226,4420,4450,4400,4410,50234000,4302.39
20191227,4380,4440,4380,4430,56465900,4321.902
20191230,4450,4450,4360,4400,66440200,4292.634
20200102,4400,4410,4360,4410,41714100,4302.39
20200103,4420,4440,4390,4420,82898300,4312.146
20200106,4360,4390,4320,4370,44225100,4263.366
20200107,4410,4410,4380,4400,103948100,4292.634
20200108,4380,4400,4340,4380,171751200,4273.122
20200109,4400,4420,4370,4400,72072000,4292.634
20200110,4430,4430,4390,4410,124809200,4302.39
20200113,4430,4510,4420,4510,111351400,4399.95
20200114,4540,4600,4520,4570,158414200,4458.486
20200115,4570,4580,4530,4580,102566700,4468.242
20200116,4570,4590,4510,4570,133986100,4458.486
20200117,4620,4640,4600,4630,121175500,4517.022
20200120,4690,4690,4630,4660,81837500,4546.29
20200121,4670,4680,4640,4670,73839600,4556.046
20200122,4680,4710,4670,4710,82370500,4595.07
20200123,4720,4760,4690,4740,139861200,4624.338
20200124,4730,4750,4680,4740,96017400,4624.338
20200127,4700,4700,4640,4650,93704600,4536.534
20200128,4580,4640,4570,4620,95394600,4507.266
20200129,4620,4660,4600,4620,194871800,4507.266
20200130,4700,4700,4580,4580,87726300,4468.242
20200131,4570,4580,4460,4460,137055500,4351.17
20200203,4460,4490,4450,4460,131584600,4351.17
20200204,4690,4690,4520,4560,112377400,4448.73
20200205,4570,4580,4510,4560,91267300,4448.73
20200206,4590,4590,4530,4550,94855500,4438.974
20200207,4580,4580,4540,4550,133042500,4438.974
20200210,4500,4530,4400,4500,170890600,4390.194
20200211,4540,4540,4480,4510,85150100,4399.95
20200212,4520,4560,4520,4530,130150400,4419.462
20200213,4580,4590,4540,4570,79710700,4458.486
20200214,4530,4590,4530,4550,127004900,4438.974
20200217,4480,4540,4470,4470,119759900,4360.926
20200218,4470,4500,4400,4400,88694500,4292.634
20200219,4460,4480,4450,4480,100810700,4370.682
20200220,4520,4580,4510,4560,98180400,4448.73
20200221,4560,4560,4510,4510,106960700,4399.95
20200224,4540,4540,4470,4490,102908000,4380.438
20200225,4460,4550,4460,4500,113929600,4390.194
20200226,4500,4510,4470,4480,149197600,4370.682
20200227,4380,4380,4120,4130,207157400,4029.222
20200228,3990,4190,3910,4190,191962700,4087.758
20200302,4190,4200,3980,3980,187659200,3882.883
20200303,4050,4180,4000,4100,198413400,3999.955
20200304,4140,4240,4130,4220,116305200,4117.026
20200305,4290,4300,4130,4150,133588200,4048.735
20200306,4040,4050,4000,4020,93933000,3921.907
20200309,3900,3950,3750,3750,149028700,3658.495
20200310,3780,4030,3780,3910,165975500,3814.591
20200311,3950,4030,3880,3910,177519900,3814.591
20200312,3820,3840,3600,3610,151940600,3521.911
20200313,3610,3770,3360,3720,268837000,3629.227
20200316,3750,3750,3460,3500,178420500,3414.595
20200317,3500,3570,3260,3260,208568600,3180.452
20200318,3270,3440,3090,3140,248104200,3063.38
20200319,3130,3140,2930,2930,137946900,2858.504
20200320,2930,2970,2730,2810,598363000,2741.432
20200323,2650,2700,2620,2620,164404600,2556.068
20200324,2580,2750,2440,2440,495129300,2380.461
20200326,2500,3000,2500,2940,634588200,2868.26
20200327,3000,3670,3000,3230,480930500,3151.184
20200330,3150,3150,3010,3010,217509200,2936.552
20200331,3100,3200,2970,3020,314996600,2946.308
20200401,3010,3080,2900,2930,271743600,2858.504
20200402,2850,2900,2800,2870,299882400,2799.968
20200403,2930,2950,2830,2890,293146900,2819.48
20200406,2950,3030,2910,3020,285099900,2946.308
20200407,3100,3240,2950,3030,405389200,2956.064
20200408,3000,3040,2820,2820,292946600,2751.188
20200409,2860,2910,2750,2790,265787000,2721.92
20200413,2790,2840,2700,2770,123731400,2702.408
20200414,2790,2900,2770,2900,219734000,2829.236
20200415,2900,2990,2730,2760,319095100,2692.652
20200416,2770,2770,2580,2610,367748800,2546.312
20200417,2670,2840,2660,2830,402325500,2760.944
20200420,2880,2900,2760,2780,222008500,2712.164
20200421,2750,2790,2690,2720,132873300,2653.628
20200422,2700,2830,2650,2790,179543300,2721.92
20200423,2830,2880,2790,2800,216170700,2731.676
20200424,2800,2800,2630,2630,293711300,2565.825
20200427,2680,2700,2610,2660,182608400,2595.093
20200428,2680,2690,2570,2590,268296100,2526.801
20200429,2600,2620,2560,2580,209136400,2517.045
20200430,2620,2740,2610,2730,432073900,2663.384
20200504,2670,2680,2600,2630,200608900,2565.825
